"No.","Time","Source","Destination","Protocol","Length","Info"
"369","11.885418687","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"370","11.885542487","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"371","11.885996056","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"372","11.886121796","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"373","11.886714411","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"374","11.886732549","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54450  >  https(443) [ACK] Seq=1338 Ack=101200 Win=294656 Len=0 TSval=9309858 TSecr=3430298722"
"375","11.886831516","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"376","11.886859055","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54450  >  https(443) [ACK] Seq=1338 Ack=104036 Win=300544 Len=0 TSval=9309859 TSecr=3430298722"
"377","11.886972296","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54450  >  https(443) [ACK] Seq=1338 Ack=106872 Win=306176 Len=0 TSval=9309859 TSecr=3430298723"
"378","11.887102943","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54450  >  https(443) [ACK] Seq=1338 Ack=109708 Win=311808 Len=0 TSval=9309859 TSecr=3430298724"
"379","11.887426918","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"380","11.887550118","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"381","11.888139170","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"382","11.888264861","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"383","11.888517054","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54450  >  https(443) [ACK] Seq=1338 Ack=112544 Win=317440 Len=0 TSval=9309859 TSecr=3430298724"
"384","11.888613490","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54450  >  https(443) [ACK] Seq=1338 Ack=115380 Win=323072 Len=0 TSval=9309859 TSecr=3430298725"
"385","11.888769935","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54450  >  https(443) [ACK] Seq=1338 Ack=118216 Win=328704 Len=0 TSval=9309859 TSecr=3430298726"
"386","11.888826375","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data, Application Data, Application Data, Application Data"
"387","11.888954518","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"388","11.889228342","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54450  >  https(443) [ACK] Seq=1338 Ack=121052 Win=334336 Len=0 TSval=9309859 TSecr=3430298727"
"389","11.889536423","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"390","11.889657468","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54450  >  https(443) [ACK] Seq=1338 Ack=123888 Win=340224 Len=0 TSval=9309859 TSecr=3430298727"
"391","11.889663512","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"392","11.890238393","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"393","11.890365167","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"394","11.891149394","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"395","11.891276677","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"396","11.892168561","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"397","11.892294950","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"398","11.892785106","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"399","11.892912107","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"400","11.892912157","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"401","11.893151141","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"402","11.893248658","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"403","11.893248729","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"404","11.894060872","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"405","11.894183696","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"406","11.894183794","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"407","11.894949213","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"408","11.895077604","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"409","11.895077692","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"410","11.895815281","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"411","11.895940644","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"412","11.895940729","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"413","11.896687662","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"414","11.896950510","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"415","11.897076094","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"416","11.897076204","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"417","11.897942635","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"418","11.898066818","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"419","11.898066900","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"420","11.899049221","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"421","11.899167039","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"422","11.899167111","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"423","11.899388723","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"424","11.899513382","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"425","11.899513470","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"426","11.899834716","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","771","Application Data, Application Data"
"427","11.908896170","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54450  >  https(443) [ACK] Seq=1338 Ack=126724 Win=345856 Len=0 TSval=9309863 TSecr=3430298728"
"428","11.909024434","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54450  >  https(443) [ACK] Seq=1338 Ack=129560 Win=351488 Len=0 TSval=9309863 TSecr=3430298729"
"429","11.909148790","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54450  >  https(443) [ACK] Seq=1338 Ack=132396 Win=357120 Len=0 TSval=9309863 TSecr=3430298729"
"430","11.909255997","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54450  >  https(443) [ACK] Seq=1338 Ack=135232 Win=362752 Len=0 TSval=9309863 TSecr=3430298730"
"431","11.909348141","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54450  >  https(443) [ACK] Seq=1338 Ack=138068 Win=368384 Len=0 TSval=9309863 TSecr=3430298731"
"432","11.909380045","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54450  >  https(443) [ACK] Seq=1338 Ack=140904 Win=374272 Len=0 TSval=9309863 TSecr=3430298731"
"433","11.909453864","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54450  >  https(443) [ACK] Seq=1338 Ack=143740 Win=379904 Len=0 TSval=9309863 TSecr=3430298732"
"434","11.909533988","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54450  >  https(443) [ACK] Seq=1338 Ack=146576 Win=385536 Len=0 TSval=9309863 TSecr=3430298732"
"435","11.909591278","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54450  >  https(443) [ACK] Seq=1338 Ack=149412 Win=391168 Len=0 TSval=9309863 TSecr=3430298733"
"436","11.909658589","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54450  >  https(443) [ACK] Seq=1338 Ack=152248 Win=396800 Len=0 TSval=9309863 TSecr=3430298734"
"437","11.909727169","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54450  >  https(443) [ACK] Seq=1338 Ack=155084 Win=402432 Len=0 TSval=9309863 TSecr=3430298734"
"438","11.909794663","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54450  >  https(443) [ACK] Seq=1338 Ack=157920 Win=408320 Len=0 TSval=9309864 TSecr=3430298735"
"439","11.909862382","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54450  >  https(443) [ACK] Seq=1338 Ack=160756 Win=413952 Len=0 TSval=9309864 TSecr=3430298736"
"440","11.909942150","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54450  >  https(443) [ACK] Seq=1338 Ack=163592 Win=419584 Len=0 TSval=9309864 TSecr=3430298736"
"441","11.910037445","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54450  >  https(443) [ACK] Seq=1338 Ack=166428 Win=425216 Len=0 TSval=9309864 TSecr=3430298737"
"442","11.910111164","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54450  >  https(443) [ACK] Seq=1338 Ack=169264 Win=430848 Len=0 TSval=9309864 TSecr=3430298737"
"443","11.910178112","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54450  >  https(443) [ACK] Seq=1338 Ack=172100 Win=436480 Len=0 TSval=9309864 TSecr=3430298738"
"444","11.910247548","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54450  >  https(443) [ACK] Seq=1338 Ack=174936 Win=442112 Len=0 TSval=9309864 TSecr=3430298738"
"445","11.910332592","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54450  >  https(443) [ACK] Seq=1338 Ack=177772 Win=448000 Len=0 TSval=9309864 TSecr=3430298738"
"446","11.910404790","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54450  >  https(443) [ACK] Seq=1338 Ack=180608 Win=453632 Len=0 TSval=9309864 TSecr=3430298739"
"447","11.910472580","192.168.100.144","googleads.g.doubleclick.net","TLSv1.3","105","Application Data"
"448","11.929984188","googleads.g.doubleclick.net","192.168.100.144","TCP","66","https(443)  >  54450 [ACK] Seq=181313 Ack=1377 Win=67840 Len=0 TSval=3430298770 TSecr=9309864"
"449","11.954115229","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54450  >  https(443) [ACK] Seq=1377 Ack=181313 Win=456448 Len=0 TSval=9309876 TSecr=3430298740"
"450","12.290253261","192.168.100.144","googleads.g.doubleclick.net","QUIC","1292","Initial, DCID=30509760a8b66161, PKN: 1, PING, CRYPTO, CRYPTO, CRYPTO, PING, CRYPTO, CRYPTO, PADDING, PING, PING, CRYPTO, PING, PADDING, CRYPTO, PADDING, PING, PADDING, CRYPTO, CRYPTO, PING, PADDING, CRYPTO, PING"
"451","12.296778510","192.168.100.144","googleads.g.doubleclick.net","TLSv1.3","267","Application Data"
"452","12.305534724","googleads.g.doubleclick.net","192.168.100.144","QUIC","1292","Initial, SCID=30509760a8b66161, PKN: 1, ACK, CRYPTO, PADDING"
"453","12.310758927","192.168.100.144","googleads.g.doubleclick.net","QUIC","1292","Initial, DCID=30509760a8b66161, PKN: 2, ACK, PADDING"
"454","12.311364065","googleads.g.doubleclick.net","192.168.100.144","TCP","66","https(443)  >  54450 [ACK] Seq=181313 Ack=1578 Win=68864 Len=0 TSval=3430299151 TSecr=9309961"
"455","12.311809383","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","408","Application Data"
"456","12.311837948","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","981","Application Data"
"457","12.311913362","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","105","Application Data"
"458","12.313497967","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54450  >  https(443) [ACK] Seq=1578 Ack=181655 Win=456448 Len=0 TSval=9309965 TSecr=3430299152"
"459","12.313587818","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54450  >  https(443) [ACK] Seq=1578 Ack=182570 Win=459264 Len=0 TSval=9309965 TSecr=3430299152"
"460","12.313604615","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54450  >  https(443) [ACK] Seq=1578 Ack=182609 Win=459264 Len=0 TSval=9309965 TSecr=3430299152"
"461","12.315192511","googleads.g.doubleclick.net","192.168.100.144","QUIC","1292","Handshake, SCID=30509760a8b66161"
"462","12.315227525","googleads.g.doubleclick.net","192.168.100.144","QUIC","1292","Handshake, SCID=30509760a8b66161"
"463","12.319875745","192.168.100.144","googleads.g.doubleclick.net","TLSv1.3","105","Application Data"
"464","12.325524383","googleads.g.doubleclick.net","192.168.100.144","QUIC","1292","Handshake, SCID=30509760a8b66161"
"465","12.325558500","googleads.g.doubleclick.net","192.168.100.144","QUIC","183","Protected Payload (KP0)"
"466","12.338892028","googleads.g.doubleclick.net","192.168.100.144","TCP","66","https(443)  >  54450 [ACK] Seq=182609 Ack=1617 Win=68864 Len=0 TSval=3430299179 TSecr=9309967"
"467","12.366168247","googleads.g.doubleclick.net","192.168.100.144","QUIC","1292","Handshake, SCID=30509760a8b66161"
"468","12.380223164","192.168.100.144","googleads.g.doubleclick.net","QUIC","83","Handshake, DCID=30509760a8b66161"
"469","12.384176770","192.168.100.144","googleads.g.doubleclick.net","QUIC","83","Handshake, DCID=30509760a8b66161"
"470","12.390001669","192.168.100.144","googleads.g.doubleclick.net","QUIC","205","Protected Payload (KP0), DCID=30509760a8b66161"
"471","12.390813844","192.168.100.144","googleads.g.doubleclick.net","QUIC","200","Protected Payload (KP0), DCID=30509760a8b66161"
"472","12.396094921","googleads.g.doubleclick.net","192.168.100.144","QUIC","1292","Handshake, SCID=30509760a8b66161"
"473","12.396095026","googleads.g.doubleclick.net","192.168.100.144","QUIC","147","Protected Payload (KP0)"
"474","12.402982050","192.168.100.144","googleads.g.doubleclick.net","QUIC","200","Protected Payload (KP0), DCID=30509760a8b66161"
"475","12.403334318","192.168.100.144","googleads.g.doubleclick.net","QUIC","207","Protected Payload (KP0), DCID=30509760a8b66161"
"476","12.404762729","googleads.g.doubleclick.net","192.168.100.144","QUIC","966","Protected Payload (KP0)"
"477","12.404885418","googleads.g.doubleclick.net","192.168.100.144","QUIC","135","Protected Payload (KP0)"
"478","12.405260469","googleads.g.doubleclick.net","192.168.100.144","QUIC","67","Protected Payload (KP0)"
"479","12.406932770","192.168.100.144","googleads.g.doubleclick.net","QUIC","75","Protected Payload (KP0), DCID=30509760a8b66161"
"480","12.407160308","192.168.100.144","googleads.g.doubleclick.net","QUIC","75","Protected Payload (KP0), DCID=30509760a8b66161"
"481","12.417466538","googleads.g.doubleclick.net","192.168.100.144","QUIC","69","Protected Payload (KP0)"
"482","12.417776912","googleads.g.doubleclick.net","192.168.100.144","QUIC","71","Protected Payload (KP0)"
"483","13.303613769","192.168.100.144","connectivitycheck.gstatic.com","TLSv1.3","320","Application Data"
"484","13.321136007","connectivitycheck.gstatic.com","192.168.100.144","TLSv1.3","344","Application Data"
"485","13.322643466","192.168.100.144","connectivitycheck.gstatic.com","TCP","66","38418  >  https(443) [ACK] Seq=1090 Ack=5467 Win=101888 Len=0 TSval=9310218 TSecr=1362207756"
"486","14.183898062","192.168.100.144","api.onesignal.com","TLSv1.3","934","Application Data"
"487","14.190513839","api.onesignal.com","192.168.100.144","TCP","60","https(443)  >  53300 [ACK] Seq=4609 Ack=1799 Win=68608 Len=0"
"488","14.282655204","api.onesignal.com","192.168.100.144","TLSv1.3","1125","Application Data"
"489","14.282655300","api.onesignal.com","192.168.100.144","TLSv1.3","81","Application Data"
"490","14.309702505","api.onesignal.com","192.168.100.144","TCP","81","[TCP Retransmission] https(443)  >  53300 [PSH, ACK] Seq=5680 Ack=1799 Win=68608 Len=27"
"491","14.507630595","192.168.100.144","api.onesignal.com","TCP","60","53300  >  https(443) [ACK] Seq=1799 Ack=5680 Win=102400 Len=0"
"492","14.507691836","192.168.100.144","api.onesignal.com","TCP","60","53300  >  https(443) [ACK] Seq=1799 Ack=5707 Win=102400 Len=0"
"493","14.507756686","192.168.100.144","api.onesignal.com","TCP","66","[TCP Dup ACK 492#1] 53300  >  https(443) [ACK] Seq=1799 Ack=5707 Win=102400 Len=0 SLE=5680 SRE=5707"
"494","24.751203566","192.168.100.144","192.168.100.1","DNS","83","Standard query 0xdbbf A youtubei.googleapis.com"
"495","24.792791064","192.168.100.1","192.168.100.144","DNS","99","Standard query response 0xdbbf A youtubei.googleapis.com A 172.217.21.170"
"496","24.802817576","192.168.100.144","www.googleapis.com","QUIC","1292","Initial, DCID=4521c6d0c51a3095, PKN: 1, PING, PING, PING, PING, PING, PING, PADDING, PING, PADDING, CRYPTO, CRYPTO"
"497","24.803864087","192.168.100.144","www.googleapis.com","QUIC","122","0-RTT, DCID=4521c6d0c51a3095"
"498","24.826225597","www.googleapis.com","192.168.100.144","QUIC","1292","Protected Payload (KP0)"
"499","24.826290467","www.googleapis.com","192.168.100.144","QUIC","670","Protected Payload (KP0)"
"500","24.832407171","192.168.100.144","www.googleapis.com","QUIC","1292","Handshake, DCID=4521c6d0c51a3095"
"501","24.832657372","192.168.100.144","www.googleapis.com","QUIC","115","Handshake, DCID=4521c6d0c51a3095"
"502","24.833155965","192.168.100.144","www.googleapis.com","QUIC","75","Protected Payload (KP0), DCID=4521c6d0c51a3095"
"503","24.835023868","192.168.100.144","www.googleapis.com","QUIC","730","Protected Payload (KP0), DCID=4521c6d0c51a3095"
"504","24.836118436","192.168.100.144","www.googleapis.com","QUIC","1288","Protected Payload (KP0), DCID=4521c6d0c51a3095"
"505","24.836269845","192.168.100.144","www.googleapis.com","QUIC","1292","Protected Payload (KP0), DCID=4521c6d0c51a3095"
"506","24.836385356","192.168.100.144","www.googleapis.com","QUIC","1292","Protected Payload (KP0), DCID=4521c6d0c51a3095"
"507","24.836511682","192.168.100.144","www.googleapis.com","QUIC","233","Protected Payload (KP0), DCID=4521c6d0c51a3095"
"508","24.842489253","www.googleapis.com","192.168.100.144","QUIC","68","Protected Payload (KP0)"
"509","24.846292100","www.googleapis.com","192.168.100.144","QUIC","162","Protected Payload (KP0)"
"510","24.849111196","www.googleapis.com","192.168.100.144","QUIC","71","Protected Payload (KP0)"
"511","24.849821086","www.googleapis.com","192.168.100.144","QUIC","67","Protected Payload (KP0)"
"512","24.849892807","www.googleapis.com","192.168.100.144","QUIC","67","Protected Payload (KP0)"
"513","24.850948648","www.googleapis.com","192.168.100.144","QUIC","67","Protected Payload (KP0)"
"514","24.853591082","192.168.100.144","www.googleapis.com","QUIC","75","Protected Payload (KP0), DCID=4521c6d0c51a3095"
"515","24.882600215","www.googleapis.com","192.168.100.144","QUIC","1288","Protected Payload (KP0)"
"516","24.882639207","www.googleapis.com","192.168.100.144","QUIC","1292","Protected Payload (KP0)"
"517","24.882639305","www.googleapis.com","192.168.100.144","QUIC","1292","Protected Payload (KP0)"
"518","24.882639365","www.googleapis.com","192.168.100.144","QUIC","1292","Protected Payload (KP0)"
"519","24.882689853","www.googleapis.com","192.168.100.144","QUIC","1292","Protected Payload (KP0)"
"520","24.882689974","www.googleapis.com","192.168.100.144","QUIC","1292","Protected Payload (KP0)"
"521","24.882690046","www.googleapis.com","192.168.100.144","QUIC","1292","Protected Payload (KP0)"
"522","24.882690106","www.googleapis.com","192.168.100.144","QUIC","1292","Protected Payload (KP0)"
"523","24.882690166","www.googleapis.com","192.168.100.144","QUIC","968","Protected Payload (KP0)"
"524","24.883348817","www.googleapis.com","192.168.100.144","QUIC","191","Protected Payload (KP0)"
"525","24.931539302","192.168.100.144","www.googleapis.com","QUIC","77","Protected Payload (KP0), DCID=4521c6d0c51a3095"
"526","24.933046541","192.168.100.144","www.googleapis.com","QUIC","75","Protected Payload (KP0), DCID=4521c6d0c51a3095"
"527","24.933466139","192.168.100.144","www.googleapis.com","QUIC","75","Protected Payload (KP0), DCID=4521c6d0c51a3095"
"528","24.933927637","192.168.100.144","www.googleapis.com","QUIC","75","Protected Payload (KP0), DCID=4521c6d0c51a3095"
"529","24.934544373","192.168.100.144","www.googleapis.com","QUIC","75","Protected Payload (KP0), DCID=4521c6d0c51a3095"
"530","24.937287245","www.googleapis.com","192.168.100.144","QUIC","1288","Protected Payload (KP0)"
"531","24.940521932","192.168.100.144","www.googleapis.com","QUIC","75","Protected Payload (KP0), DCID=4521c6d0c51a3095"
"532","24.970355820","www.googleapis.com","192.168.100.144","QUIC","67","Protected Payload (KP0)"
"533","25.134510369","192.168.100.144","www.googleapis.com","QUIC","108","Protected Payload (KP0), DCID=4521c6d0c51a3095"
"534","25.135889289","192.168.100.144","www.googleapis.com","QUIC","1288","Protected Payload (KP0), DCID=4521c6d0c51a3095"
"535","25.135974887","192.168.100.144","www.googleapis.com","QUIC","1292","Protected Payload (KP0), DCID=4521c6d0c51a3095"
"536","25.136077886","192.168.100.144","www.googleapis.com","QUIC","1292","Protected Payload (KP0), DCID=4521c6d0c51a3095"
"537","25.136166676","192.168.100.144","www.googleapis.com","QUIC","143","Protected Payload (KP0), DCID=4521c6d0c51a3095"
"538","25.148779534","www.googleapis.com","192.168.100.144","QUIC","69","Protected Payload (KP0)"
"539","25.149679051","www.googleapis.com","192.168.100.144","QUIC","67","Protected Payload (KP0)"
"540","25.149807378","www.googleapis.com","192.168.100.144","QUIC","67","Protected Payload (KP0)"
"541","25.166992898","www.googleapis.com","192.168.100.144","QUIC","261","Protected Payload (KP0)"
"542","25.167075982","www.googleapis.com","192.168.100.144","QUIC","161","Protected Payload (KP0)"
"543","25.171019729","192.168.100.144","www.googleapis.com","QUIC","77","Protected Payload (KP0), DCID=4521c6d0c51a3095"
"544","25.209640830","www.googleapis.com","192.168.100.144","QUIC","67","Protected Payload (KP0)"
"545","25.214394302","192.168.100.144","www.googleapis.com","QUIC","75","Protected Payload (KP0), DCID=4521c6d0c51a3095"
"546","33.710350627","VMware_5d:90:bd","Broadcast","ARP","60","Who has 192.168.100.144? Tell 192.168.100.159"
"547","33.812634160","VMware_5d:90:bd","Broadcast","ARP","60","Who has 192.168.100.144? Tell 192.168.100.159"
"548","51.620647217","192.168.100.144","aws-de-apm2-12779800.eu-central-1.elb.amazonaws.com","TCP","66","44072  >  https(443) [FIN, ACK] Seq=3852 Ack=3684 Win=99328 Len=0 TSval=9319786 TSecr=3179582681"
"549","51.640223033","aws-de-apm2-12779800.eu-central-1.elb.amazonaws.com","192.168.100.144","TLSv1.2","97","Encrypted Alert"
"550","51.640223219","aws-de-apm2-12779800.eu-central-1.elb.amazonaws.com","192.168.100.144","TCP","66","https(443)  >  44072 [FIN, ACK] Seq=3715 Ack=3853 Win=36608 Len=0 TSval=3179624652 TSecr=9319786"
"551","51.643258120","192.168.100.144","aws-de-apm2-12779800.eu-central-1.elb.amazonaws.com","TCP","60","44072  >  https(443) [RST] Seq=3853 Win=0 Len=0"
"552","51.643452749","192.168.100.144","aws-de-apm2-12779800.eu-central-1.elb.amazonaws.com","TCP","60","44072  >  https(443) [RST] Seq=3853 Win=0 Len=0"
"553","52.025078097","192.168.100.144","play-fe.googleapis.com","TCP","66","37090  >  https(443) [FIN, ACK] Seq=582 Ack=5297 Win=101888 Len=0 TSval=9319893 TSecr=2878056806"
"554","52.025268829","192.168.100.144","connectivitycheck.gstatic.com","TCP","66","38418  >  https(443) [FIN, ACK] Seq=1090 Ack=5467 Win=101888 Len=0 TSval=9319893 TSecr=1362207756"
"555","52.039408322","play-fe.googleapis.com","192.168.100.144","TCP","66","https(443)  >  37090 [FIN, ACK] Seq=5297 Ack=583 Win=66816 Len=0 TSval=2878097708 TSecr=9319893"
"556","52.041009532","connectivitycheck.gstatic.com","192.168.100.144","TCP","66","https(443)  >  38418 [FIN, ACK] Seq=5467 Ack=1091 Win=68864 Len=0 TSval=1362246478 TSecr=9319893"
"557","52.042339141","192.168.100.144","play-fe.googleapis.com","TCP","66","37090  >  https(443) [ACK] Seq=583 Ack=5298 Win=101888 Len=0 TSval=9319898 TSecr=2878097708"
"558","52.042524758","192.168.100.144","connectivitycheck.gstatic.com","TCP","66","38418  >  https(443) [ACK] Seq=1091 Ack=5468 Win=101888 Len=0 TSval=9319898 TSecr=1362246478"
"559","54.731639087","192.168.100.144","connectivitycheck.gstatic.com","TCP","74","38434  >  https(443) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=9320569 TSecr=0 WS=256"
"560","54.746227668","connectivitycheck.gstatic.com","192.168.100.144","TCP","74","https(443)  >  38434 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1430 SACK_PERM=1 TSval=1126493493 TSecr=9320569 WS=256"
"561","54.749464423","192.168.100.144","connectivitycheck.gstatic.com","TCP","66","38434  >  https(443) [ACK] Seq=1 Ack=1 Win=87808 Len=0 TSval=9320574 TSecr=1126493493"
"562","54.810197592","192.168.100.144","connectivitycheck.gstatic.com","TLSv1.3","583","Client Hello"
"563","54.824711727","connectivitycheck.gstatic.com","192.168.100.144","TCP","66","https(443)  >  38434 [ACK] Seq=1 Ack=518 Win=66816 Len=0 TSval=1126493572 TSecr=9320587"
"564","54.833843116","connectivitycheck.gstatic.com","192.168.100.144","TLSv1.3","1484","Server Hello, Change Cipher Spec"
"565","54.833992410","connectivitycheck.gstatic.com","192.168.100.144","TCP","1484","https(443)  >  38434 [PSH, ACK] Seq=1419 Ack=518 Win=66816 Len=1418 TSval=1126493581 TSecr=9320587 [TCP segment of a reassembled PDU]"
"566","54.833992596","connectivitycheck.gstatic.com","192.168.100.144","TCP","1484","https(443)  >  38434 [ACK] Seq=2837 Ack=518 Win=66816 Len=1418 TSval=1126493581 TSecr=9320587 [TCP segment of a reassembled PDU]"
"567","54.833992661","connectivitycheck.gstatic.com","192.168.100.144","TLSv1.3","158","Application Data"
"568","54.845641611","192.168.100.144","connectivitycheck.gstatic.com","TCP","66","38434  >  https(443) [ACK] Seq=518 Ack=1419 Win=90624 Len=0 TSval=9320598 TSecr=1126493581"
